"Company Name","Company Status",State,"Date Created","Created By","Last Modified on"
"Daas Healthcare Consulting LLC",disable,NJ,"2021-07-20 10:27:09",Mandy.Lytle,"2025-02-05 14:48:14 by lorrel.filliater"
" -Arcadia Medical Resorts",disable,WA,"2021-07-20 10:28:24",Mandy.Lytle,"2023-07-19 15:13:37 by lorrel.filliater"
" - -Prestige Care &amp; Rehab - Parkside",none,WA,"2021-07-20 11:36:13",Mandy.Lytle,
" - -Renton Nursing and Rehab Center",none,WA,"2021-07-20 11:35:49",Mandy.Lytle,
" - -Talbot Center for Rehab and Healthcare",none,WA,"2021-07-20 11:35:31",Mandy.Lytle,
" - -University Place Rehab Center",none,WA,"2021-07-20 11:36:05",Mandy.Lytle,
" -Polaris Health and Wellness",disable,KS,"2021-11-22 13:29:19",lorrel.filliater,"2023-07-19 15:14:41 by lorrel.filliater"
" - -Abbey Woods Rehab &amp; Nursing",none,MO,"2021-07-20 10:37:37",Mandy.Lytle,"2021-11-30 08:48:02 by lorrel.filliater"
" - -Ashton Court Care &amp; Rehab Center",none,MO,"2021-07-20 10:37:46",Mandy.Lytle,"2021-11-22 16:09:56 by lorrel.filliater"
" - -Autumn Terrace Health and Rehabilitation",none,MO,"2021-07-20 10:29:33",Mandy.Lytle,"2021-11-22 15:54:44 by lorrel.filliater"
" - -Bentonview Park Health &amp; Rehabilitation",disable,MO,"2021-07-20 10:29:49",Mandy.Lytle,"2022-06-27 15:41:50 by lorrel.filliater"
" - -Lee's Summit Pointe",none,MO,"2021-07-20 10:30:33",Mandy.Lytle,"2021-11-22 14:19:25 by lorrel.filliater"
" - -Liberty Health &amp; Wellness",none,MO,"2021-07-20 10:37:57",Mandy.Lytle,"2021-11-22 13:58:31 by lorrel.filliater"
" - -Meadow View Health &amp; Rehabilitation",disable,MO,"2021-07-20 10:30:24",Mandy.Lytle,"2022-06-27 15:42:26 by lorrel.filliater"
" - -Redwood of Blue River",none,MO,"2021-07-20 10:38:54",Mandy.Lytle,"2021-11-22 16:02:48 by lorrel.filliater"
" - -Redwood of Cameron",none,MO,"2021-07-20 10:39:02",Mandy.Lytle,"2021-11-22 16:02:20 by lorrel.filliater"
" - -Redwood of Carmel Hills",none,MO,"2021-07-20 10:38:23",Mandy.Lytle,"2021-11-22 15:52:05 by lorrel.filliater"
" - -Redwood of Independence",none,MO,"2021-07-20 10:38:37",Mandy.Lytle,"2021-11-22 15:50:12 by lorrel.filliater"
" - -Redwood of Kansas City South",none,MO,"2021-07-20 10:38:30",Mandy.Lytle,"2021-11-22 15:07:00 by lorrel.filliater"
" - -Redwood of Raymore",none,MO,"2021-07-20 10:38:46",Mandy.Lytle,"2021-11-22 13:42:35 by lorrel.filliater"
" - -Riverbend Heights Health &amp; Rehabilitation Center",disable,MO,"2021-07-20 10:30:16",Mandy.Lytle,"2022-06-27 15:43:14 by lorrel.filliater"
" - -St Joseph",none,MO,"2022-11-30 14:06:12",lorrel.filliater,
" -Reach LTC",disable,MO,"2021-07-20 10:27:41",Mandy.Lytle,"2023-07-19 15:15:06 by lorrel.filliater"
" - -Ballwin Ridge Health and Rehabilitation",none,MO,"2021-07-20 10:29:58",Mandy.Lytle,
" - -Big River Nursing &amp; Rehab",none,MO,"2021-07-20 10:31:01",Mandy.Lytle,
" - -Frontier Health and Rehabilitation",none,MO,"2021-07-20 10:30:07",Mandy.Lytle,
" - -NHC Healthcare Town &amp; Country",none,MO,"2021-07-20 10:38:07",Mandy.Lytle,
" - -Oakwood Estates Nursing &amp; Rehab",none,MO,"2021-07-20 10:30:51",Mandy.Lytle,
" - -Rolla Health &amp; Rehabilitation Suites",none,MO,"2021-07-20 10:29:41",Mandy.Lytle,
" - -Royal Oak Nursing &amp; Rehab",none,MO,"2021-07-20 10:30:43",Mandy.Lytle,
" - -St. Louis Place Health and Rehabilitation",none,MO,"2021-07-20 10:29:00",Mandy.Lytle,
" - -Valley View Health &amp; Rehabilitation",disable,MO,"2021-07-20 10:29:24",Mandy.Lytle,"2022-06-27 15:43:42 by lorrel.filliater"
" - -West County Care Center",none,MO,"2021-07-20 10:38:16",Mandy.Lytle,
" -Solivita Healthcare",disable,OH,"2021-07-20 10:28:40",Mandy.Lytle,"2023-07-19 15:15:32 by lorrel.filliater"
" - -Asbury Care Center of Solon",none,OH,"2021-07-20 11:37:41",Mandy.Lytle,"2022-07-27 14:22:40 by lorrel.filliater"
" - -Echo Manor Extended Care Center",none,OH,"2021-07-20 11:37:27",Mandy.Lytle,
" - -Oak Pavilion Nursing Center",none,OH,"2021-07-20 11:37:14",Mandy.Lytle,
" - -Park View Nursing Center",disable,OH,"2021-07-20 11:37:20",Mandy.Lytle,"2022-06-27 15:41:24 by lorrel.filliater"
" - -Summit's Trace Healthcare Center",none,OH,"2021-07-20 11:37:34",Mandy.Lytle,
" - -Westbrook Place Rehab &amp; Nursing Center",none,OH,"2021-07-20 11:36:56",Mandy.Lytle,
" - -Westlake Nursing &amp; Rehab Center",none,OH,"2021-07-20 11:37:04",Mandy.Lytle,
" -Viviant Healthcare",disable,TN,"2020-11-02 10:55:49",Mandy.Lytle,"2023-07-19 15:15:54 by lorrel.filliater"
" - -Viviant Healthcare - Bristol",disable,TN,"2020-11-02 10:56:24",Mandy.Lytle,"2023-12-05 08:57:05 by lorrel.filliater"
" - -Viviant Healthcare - Murfreesboro",disable,TN,"2020-11-02 10:56:34",Mandy.Lytle,"2023-12-05 08:57:18 by lorrel.filliater"
" - -Viviant Healthcare - Shelbyville",disable,TN,"2020-11-02 10:56:11",Mandy.Lytle,"2023-12-05 08:57:46 by lorrel.filliater"
" - -Viviant Healthcare of Charleston",disable,SC,"2021-07-20 11:34:49",Mandy.Lytle,"2023-12-05 08:58:00 by lorrel.filliater"
" - -Viviant Healthcare of Hanahan",disable,SC,"2021-07-20 11:35:02",Mandy.Lytle,"2023-12-05 08:58:21 by lorrel.filliater"
" -Zion Healthcare",disable,TX,"2021-07-20 10:28:00",Mandy.Lytle,"2024-10-31 09:04:43 by lorrel.filliater"
" - -Alamo Heights",none,TX,"2021-07-20 11:34:24",Mandy.Lytle,
" - -Asbury Care Center of Alamo",none,TX,"2022-07-07 10:38:11",lorrel.filliater,
" - -Asbury Care Center of Houston",none,TX,"2021-07-20 11:34:12",Mandy.Lytle,"2022-11-22 07:59:12 by lorrel.filliater"
"Dakota Alpha",none,ND,,,"2022-09-21 14:18:26 by polly.smith"
"Davenport Lutheran Home",none,IA,"2025-11-12 15:00:39",Emily.Foreman,
"Deer Park Health and Rehabilitation",none,NC,"2022-10-04 15:00:39",Emily.Foreman,"2024-11-15 11:32:10 by traci.varon"
"Deerfield Retirement Community Inc.",none,IA,"2025-11-12 10:07:16",Emily.Foreman,
"Delaware Veterans Home",none,DE,"2022-03-04 08:49:12",katie.harris,
Denton,disable,MD,"2020-08-11 08:36:07",Mandy.Lytle,"2023-03-15 08:44:31 by lorrel.filliater"
"Desert Willow",disable,CO,"2021-09-21 15:57:07",lorrel.filliater,"2024-11-11 16:17:51 by lorrel.filliater"
"Desert Willow Health and Rehab",disable,CO,"2021-09-22 13:57:03",lorrel.filliater,"2024-11-11 16:18:05 by lorrel.filliater"
Detroit,disable,MI,"2020-11-18 14:10:32",lorrel.filliater,"2025-05-05 13:59:59 by lorrel.filliater"
"Deupree House - Episcopal Retirement Homes",none,OH,,,"2022-06-02 09:27:06 by Emily.Foreman"
"Developmental Options",disable,ID,"2021-07-23 09:53:50",Mandy.Lytle,"2023-08-21 10:06:09 by Emily.Foreman"
"Diakonos Group",none,OK,,,"2021-01-25 16:52:17 by Mandy.Lytle"
" -Parc Place Medical Resort",none,OK,"2021-04-21 14:02:42",lorrel.filliater,
"Divine Healthcare Management",none,OH,"2022-06-13 15:17:49",katie.harris,
" -Divine at Honey Town",none,OH,"2022-06-13 15:22:47",katie.harris,"2025-10-28 10:23:48 by traci.varon"
" -Divine Rehabilitation and Nursing at Canal Pointe",none,OH,"2022-06-13 15:20:24",katie.harris,"2025-11-11 13:08:42 by lorrel.filliater"
" -Divine Rehabilitation and Nursing at Shane Hill",none,OH,"2022-06-13 15:21:29",katie.harris,"2024-10-16 08:31:47 by traci.varon"
" -Divine Rehabilitation and Nursing at Sylvania",none,OH,"2022-06-13 15:19:56",katie.harris,"2024-10-22 09:40:52 by traci.varon"
" -Divine Rehabilitation and Nursing at Toledo",none,OH,"2022-06-13 15:20:48",katie.harris,"2024-10-22 09:40:32 by traci.varon"
" -Hall of Fame Rehabilitation and Nursing Center",none,OH,"2022-06-13 15:21:49",katie.harris,"2024-11-05 10:05:39 by traci.varon"
" -Pearlview Care Center",disable,OH,"2022-06-13 15:23:04",katie.harris,"2025-10-23 10:10:28 by traci.varon"
" -Schoenbrunn Health Care",none,OH,"2022-06-13 15:22:33",katie.harris,"2025-11-06 08:02:38 by traci.varon"
" -White Oak Rehabilitation and Nursing Center",disable,OH,"2022-06-13 15:22:11",katie.harris,"2025-10-23 10:10:49 by traci.varon"
"Dogwood Village of Orange County",none,VA,"2022-10-03 16:01:57",katie.harris,
Donalson,none,TN,"2025-01-10 09:20:24",lorrel.filliater,
"Dooley Center",none,KS,"2025-04-01 16:02:49",Emily.Foreman,
"Douglas County Health Center",none,NE,,,"2022-09-21 14:20:15 by polly.smith"
"Dove Healthcare",none,WI,"2024-08-02 13:48:20",lorrel.filliater,"2025-04-28 14:00:46 by lorrel.filliater"
" -Dove Bloomer",none,WI,"2024-08-02 14:00:46",lorrel.filliater,"2025-10-31 08:17:25 by traci.varon"
" -Dove Fennimore",none,WI,"2022-06-13 15:19:27",katie.harris,"2025-10-31 08:18:05 by traci.varon"
" -Dove Lodi",none,WI,"2022-06-13 15:18:42",katie.harris,"2025-10-31 08:18:19 by traci.varon"
" -Dove Osseo",none,WI,"2024-08-02 14:01:40",lorrel.filliater,"2025-10-31 08:27:27 by traci.varon"
" -Dove Rice Lake",none,WI,"2024-08-02 14:01:58",lorrel.filliater,"2025-10-28 10:30:02 by traci.varon"
" -Dove South",none,WI,"2024-08-02 14:01:03",lorrel.filliater,"2025-10-31 08:23:38 by traci.varon"
" -Dove Spooner",none,WI,"2024-08-02 14:02:25",lorrel.filliater,"2025-10-31 08:27:43 by traci.varon"
" -Dove St Croix",none,WI,"2022-06-13 15:18:20",katie.harris,"2025-10-31 08:26:50 by traci.varon"
" -Dove Superior Nursing",none,WI,"2023-09-01 14:21:46",lorrel.filliater,"2025-11-11 12:37:35 by lorrel.filliater"
" -Dove West",none,WI,"2024-08-02 14:00:28",lorrel.filliater,"2025-10-31 08:24:11 by traci.varon"
" -Wissota Health",disable,WI,"2024-08-02 14:00:12",lorrel.filliater,"2025-10-23 10:16:11 by traci.varon"
"Dr. Ronald E. McNair Nursing Center",disable,SC,,,"2025-09-02 09:48:16 by Emily.Foreman"
Driftwood,none,MS,,,"2025-03-18 08:57:06 by lorrel.filliater"
"Dunseith Community Nursing Home",none,ND,,,"2024-11-01 12:09:28 by traci.varon"
"EAMC SNF",disable,AL,,,"2025-05-28 14:10:09 by lorrel.filliater"
"Early Memorial Nursing Home",none,GA,,,"2020-02-13 10:59:13 by Mandy.Lytle"
"East Alabama Medical Center",none,AL,,,"2024-04-29 15:49:57 by lorrel.filliater"
" -Lanier Nursing Home",none,AL,,,"2022-11-28 10:30:11 by lorrel.filliater"
"East OK ICF",disable,OK,"2020-10-20 14:33:19",lorrel.filliater,"2025-06-12 09:31:06 by lorrel.filliater"
"Eastern Star Home of South Dakota",none,SD,,,"2022-09-28 13:33:20 by polly.smith"
"Eastwood Nursing Center",none,MI,"2022-12-01 14:43:34",katie.harris,
"Eben Ezer Lutheran Care",none,CO,,,"2022-09-28 13:33:39 by polly.smith"
"Eden Hill Communities",disable,TX,,,"2024-03-11 10:13:41 by Emily.Foreman"
"Edgewood Estates",none,KY,,,"2024-07-18 10:15:19 by traci.varon"
"Eduro Healthcare",none,UT,"2024-04-18 16:31:51",lorrel.filliater,"2025-02-27 14:42:18 by lorrel.filliater"
" -Bangs Nursing",none,TX,"2025-02-27 14:30:38",lorrel.filliater,
" -Castle Hills Rehabilitaion",none,UT,"2025-04-01 14:36:12",lorrel.filliater,
" -Cooney Healthcare",none,MT,"2025-02-27 14:37:42",lorrel.filliater,
" -Copper Ridge Health",none,MT,"2025-02-27 14:24:52",lorrel.filliater,"2025-04-08 11:05:21 by lorrel.filliater"
" -Cypress Woods Care Center",none,TX,"2025-02-27 14:25:52",lorrel.filliater,
" -Deer Creek of Wimberley",none,TX,"2025-10-06 16:00:12",lorrel.filliater,
" -Eastern Montana Veterans",none,MT,"2025-02-27 14:31:37",lorrel.filliater,
" -Elkhorn Health",none,MT,"2025-02-27 14:20:48",lorrel.filliater,
" -Ennis Care Center",none,TX,"2025-02-27 14:26:17",lorrel.filliater,
" -Golden Years Nursing",none,TX,"2025-02-27 14:37:19",lorrel.filliater,
" -Greenview Nursing",none,TX,"2025-02-27 14:23:00",lorrel.filliater,
" -Hacienda Oak at Beeville",none,TX,"2025-02-27 14:38:48",lorrel.filliater,
" -Heritage Trails Nursing",none,TX,"2025-02-27 14:40:24",lorrel.filliater,
" -Highland Care Center",none,UT,"2025-02-27 14:28:46",lorrel.filliater,
" -Hurst Plaza Nursing",none,TX,"2025-02-27 14:29:38",lorrel.filliater,
" -Ivy at Deer Lodge",none,MT,"2021-01-27 08:42:52",Mandy.Lytle,"2025-08-15 14:20:32 by lorrel.filliater"
" -Jourdanton Nursing",none,TX,"2025-02-27 14:21:51",lorrel.filliater,
" -Lakeshore Village Nursing",none,TX,"2025-02-27 14:24:21",lorrel.filliater,
" -Memorial Medical Healthcare",none,TX,"2025-02-27 14:22:32",lorrel.filliater,
" -Parkview Nursing",none,TX,"2025-02-27 14:29:12",lorrel.filliater,
" -Pleasanton North Nursing",none,TX,"2025-02-27 14:39:28",lorrel.filliater,
" -Pleasanton South Nursing",none,TX,"2025-02-27 14:23:56",lorrel.filliater,
" -Prairie Heights Healthcare",none,SD,"2025-02-27 14:32:53",lorrel.filliater,
" -Richardson Nursing and Rehab",none,UT,"2025-04-01 14:36:34",lorrel.filliater,
" -Rolling Hills Healthcare",none,SD,"2025-02-27 14:28:14",lorrel.filliater,
" -San Antonio North",none,TX,"2025-04-15 14:20:26",lorrel.filliater,
" -San Antonio West Nursing",none,TX,"2025-02-27 14:30:16",lorrel.filliater,
" -Silver Creek Nursing",none,TX,"2025-02-27 14:23:22",lorrel.filliater,
" -Skyline Heights Healthcare",none,MT,"2025-02-27 14:25:21",lorrel.filliater,
" -Southwest Montana Veterans Home",none,MT,"2025-02-27 14:41:57",lorrel.filliater,
" -Spearfish Canyon Healthcare",none,SD,"2025-02-27 14:26:56",lorrel.filliater,
" -The Lodge at Bear Creek",none,TX,"2025-02-27 14:41:23",lorrel.filliater,
" -The Meadows on University",none,ND,"2025-02-27 14:36:44",lorrel.filliater,
" -The Medical Resort at Bay Area",none,UT,"2025-04-01 14:35:10",lorrel.filliater,
" -The Medical Resort at Sugarland",none,UT,"2025-04-01 14:35:34",lorrel.filliater,
" -The Suites at Rio Vista",none,NM,"2025-02-27 14:40:57",lorrel.filliater,
" -Yellowstone River Nursing",none,MT,"2025-02-27 14:27:40",lorrel.filliater,
"Edward J. Healey Rehab &amp; Nursing Center",none,FL,,,"2021-07-28 10:54:19 by Mandy.Lytle"
"El Dorado Manor",disable,NE,,,"2024-05-20 10:48:23 by Emily.Foreman"
"El Reno Healthcare LLC",none,OK,"2020-02-14 13:37:07",Mandy.Lytle,
"Elder Care Management",none,MO,,,"2021-11-10 08:17:07 by lorrel.filliater"
"Electra Healthcare",disable,TX,"2023-06-29 13:07:18",lorrel.filliater,"2025-04-21 14:35:36 by lorrel.filliater"
"Elevation Health and Rehab",disable,CO,"2021-09-21 15:58:32",lorrel.filliater,"2024-11-11 16:18:39 by lorrel.filliater"
"Elim Care",disable,ND,,,"2022-07-19 10:59:26 by Emily.Foreman"
"Elim Park",none,CT,"2025-07-30 15:11:32",Emily.Foreman,"2025-08-04 14:05:46 by Emily.Foreman"
"Elim Rehab and Care Center",none,ND,,,"2022-09-28 13:35:11 by polly.smith"
"Elk Ridge Health and Rehab",disable,CO,"2021-09-21 15:59:08",lorrel.filliater,"2024-11-11 16:19:47 by lorrel.filliater"
"Elkins Rehabilitation &amp; Care Center",none,WV,,,"2022-09-28 13:35:46 by polly.smith"
"Ellen Memorial",none,PA,"2020-10-14 15:50:10",Mandy.Lytle,
"Ellenburg Nursing Center",disable,SC,,,"2022-08-29 13:54:08 by Emily.Foreman"
"Elm Crest Manor",none,ND,,,"2022-09-28 13:36:17 by polly.smith"
"Elm Crest Retirement Community",none,IA,"2025-11-10 10:50:55",Emily.Foreman,
"Elvira Care Group",none,OH,"2024-07-15 10:35:57",lorrel.filliater,"2024-12-03 08:49:29 by lorrel.filliater"
" -Park Terrace Rehabilitation",none,OH,"2024-07-16 08:32:21",lorrel.filliater,
"Elwood Care Center",none,NE,,,"2022-09-28 13:37:04 by polly.smith"
"Ely Manor",disable,MI,"2020-11-18 14:09:36",lorrel.filliater,"2024-06-18 08:26:14 by lorrel.filliater"
"Emerald Care",disable,WA,"2022-11-07 09:13:57",Emily.Foreman,"2025-01-06 16:47:06 by Emily.Foreman"
"Empower Health",none,TX,"2023-08-21 09:14:21",lorrel.filliater,
" -Arlington Residence and Rehabilitation",none,TX,"2025-03-27 08:53:44",lorrel.filliater,
" -Bremond Nursing",none,TX,"2025-08-08 15:06:48",lorrel.filliater,"2025-08-27 08:56:16 by lorrel.filliater"
" -Brownfield Rehab",none,TX,"2025-08-08 15:07:11",lorrel.filliater,"2025-08-27 08:56:45 by lorrel.filliater"
" -Castro County Nursing",none,TX,"2023-10-12 10:23:13",lorrel.filliater,"2023-10-16 10:10:01 by lorrel.filliater"
" -Meadowbrook Care Center",none,TX,"2025-08-08 15:08:21",lorrel.filliater,"2025-08-27 08:57:59 by lorrel.filliater"
" -Palo Duro Nursing",none,TX,"2025-03-27 08:53:08",lorrel.filliater,"2025-10-03 13:53:45 by traci.varon"
" -The Highlands Nursing",none,TX,"2023-10-12 10:22:02",lorrel.filliater,"2025-10-07 10:18:38 by traci.varon"
" -The Terrace at Denison",none,TX,"2025-08-08 15:07:31",lorrel.filliater,"2025-08-27 08:57:20 by lorrel.filliater"
" -Villa Haven",none,TX,"2025-08-08 15:06:28",lorrel.filliater,"2025-08-27 08:55:35 by lorrel.filliater"
"Ennis Court Skilled Nursing and Assisted Living",none,OH,,,"2022-09-28 13:37:34 by polly.smith"
"Erwin Healthcare",disable,TN,"2023-01-18 13:17:47",katie.harris,"2025-09-02 08:48:55 by lorrel.filliater"
"Essential Senior Health &amp; Living",none,IN,"2024-11-21 09:46:47",Emily.Foreman,"2025-07-14 10:21:19 by lorrel.filliater"
" -Elwood Health &amp; Living",none,IN,"2024-11-21 09:47:46",Emily.Foreman,"2024-11-21 10:05:50 by Emily.Foreman"
" -Northview Health &amp; Living",none,IN,"2024-11-21 09:47:20",Emily.Foreman,
" -Summit Health &amp; Living",none,IN,"2024-11-21 09:48:22",Emily.Foreman,
"Evergreen Health and Rehab",disable,GA,"2022-05-31 12:43:00",katie.harris,"2024-09-27 10:42:51 by lorrel.filliater"
"Extendicare Health Center",disable,AL,,,"2024-12-17 14:27:05 by Emily.Foreman"
"Fair Haven Operating Company, LLC",none,NC,"2021-04-02 13:16:34",Mandy.Lytle,
" -Fair Haven Home, Inc",none,NC,"2021-04-02 13:16:59",Mandy.Lytle,
" -Fair Haven of Forest City",none,NC,"2021-04-02 13:17:15",Mandy.Lytle,
"Fairfield Memorial Hospital",none,IL,,,"2020-01-09 12:32:48 by Mandy.Lytle"
"Fairlawn Haven",none,OH,"2020-05-13 11:04:28",Mandy.Lytle,
"Fairmont Medical Center",none,WV,"2023-07-31 16:06:08",Emily.Foreman,
"Fairmount Homes",none,PA,"2024-04-24 12:24:58",Emily.Foreman,
"Fairview Manor",none,NE,,,"2022-09-28 13:38:33 by polly.smith"
"Farwell Care &amp; Rehabilitation Center",none,TX,,,"2022-09-28 13:39:45 by polly.smith"
"Father Purcell Memorial",none,AL,,,"2022-09-28 13:40:08 by polly.smith"
"Fayette Medical Center LTC",none,AL,,,"2022-09-28 13:40:24 by polly.smith"
"Feist Consulting The Parkside Group",none,MA,"2022-05-31 11:30:22",lorrel.filliater,
" -Beech Haven ALF",none,GA,"2022-05-31 12:42:14",katie.harris,
" -Budd Terrace at Wesley Woods",none,GA,"2020-03-02 13:45:59",Mandy.Lytle,"2024-12-11 09:43:00 by lorrel.filliater"
" -Center for Advanced Aging at Parkside",none,GA,"2022-05-31 12:41:52",katie.harris,
" -Clifton Assisted Living Limited",none,MA,"2022-05-31 12:42:44",katie.harris,
" -Clifton Geriatric Center",none,MA,"2022-05-31 12:40:57",katie.harris,
" -Cumming Health &amp; Rehab",none,GA,,,"2024-02-02 10:19:38 by lorrel.filliater"
" -Friedwald Center for Rehab",none,NY,"2024-04-11 08:39:10",lorrel.filliater,
" -Gardner Health",none,MA,"2024-01-02 11:54:06",lorrel.filliater,"2024-06-28 13:43:28 by traci.varon"
" -Monroe Nursing Home",none,GA,"2022-05-31 12:41:18",katie.harris,
" -Park Place Nursing",none,GA,"2024-01-02 11:53:19",lorrel.filliater,
" -Parkside Operation",none,GA,"2022-05-31 12:41:34",katie.harris,
" -Ross Memorial Health Care",none,GA,"2023-05-01 15:54:25",lorrel.filliater,
" -Sunrise Health and Rehab",none,FL,"2022-05-31 12:43:18",katie.harris,"2022-11-15 08:55:50 by katie.harris"
" -Tucker Health",none,GA,"2024-01-02 11:53:41",lorrel.filliater,
"Felder Services",none,AL,,,"2022-09-28 13:40:45 by polly.smith"
"Felician Village",none,WI,"2025-03-24 09:14:33",Emily.Foreman,
"Fellowship Village NJ",none,NJ,"2025-05-30 09:13:26",Emily.Foreman,"2025-06-02 15:36:13 by Emily.Foreman"
"Finnish American Rest Home",none,FL,,,"2020-03-26 12:57:48 by Mandy.Lytle"
"Five Counties Nursing Home",none,SD,"2025-05-01 11:04:58",Emily.Foreman,
"Flandreau Santee Sioux Tribe Care Center",none,SD,"2024-03-04 09:22:24",Emily.Foreman,
"Fleet Landing",none,FL,,,"2022-11-04 09:18:06 by Emily.Foreman"
Flint,disable,MI,"2023-02-21 09:40:17",katie.harris,"2025-05-05 13:54:57 by lorrel.filliater"
"Florida Health Care Association",none,FL,,,"2022-10-04 09:49:34 by polly.smith"
"Floy Dyer Manor",disable,MS,,,"2024-07-29 14:35:30 by traci.varon"
"Foothill Transitional Care",disable,TN,"2022-01-06 13:07:13",lorrel.filliater,"2024-07-15 10:21:06 by lorrel.filliater"
"Fort Bayard Medical Center",none,NM,,,"2022-10-04 09:53:10 by polly.smith"
"Fort Dodge Health and Rehabilitation",none,IA,"2025-11-12 09:55:53",Emily.Foreman,
"Fort Sanders Sevier Nursing Home",disable,TN,,,"2022-11-30 09:52:51 by lorrel.filliater"
"Fort Sanders Transitional Care",none,TN,,,"2022-10-04 09:54:01 by polly.smith"
"Fort Saunders Claiborne Health and Rehab",none,TN,,,"2022-10-04 09:54:29 by polly.smith"
"Foundation Healthcare Services",none,CA,"2023-04-13 13:02:21",katie.harris,"2025-10-27 13:37:53 by traci.varon"
" -Auburn Post Acute",disable,WA,"2023-04-13 13:03:38",katie.harris,"2025-10-16 11:22:28 by traci.varon"
" -Cashmere Post Acute",disable,WA,"2023-04-13 13:03:07",katie.harris,"2025-10-16 11:22:45 by traci.varon"
" -North Bend Post Acute",disable,WA,"2023-04-13 13:04:00",katie.harris,"2025-10-16 11:22:59 by traci.varon"
