"Document Last Modified","Document ID","Document Title",Categories,"File URL"
"October 7, 2020 @ 9:36 am by polly.smith",450968,"Novel Coronavirus Prevention and Response Policy","Assisted Living, Tools and Templates, Policies and Procedures, Infection Control, Government Initiatives, MEGA Rule, Phase 1, Policies and Procedures, Infection Control, Tools and Templates, Nursing, Infection Control, Policies and Procedures, Policies and Procedures, Infection Control",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Novel-Coronavirus-Prevention-and-Response-Policy.doc
"October 7, 2020 @ 8:23 am by LeighAnn.Hixon",455441,"COVID-19 County Positivity Rates (Data from August 13-19, 2020)","Survey and Certification, COVID-19 Nursing Home Data",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/08/COVID-19-County-Positivity-Rates-082720.xlsx
"October 7, 2020 @ 8:23 am by LeighAnn.Hixon",455580,"COVID-19 County Positivity Rates (Data from August 20-26, 2020)","Survey and Certification, COVID-19 Nursing Home Data",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/09/COVID-19-County-Positivity-Rates-August-20-26-2020.xlsx
"October 7, 2020 @ 8:23 am by Lee-Ann.Arner",456607,"COVID-19 County Positivity Rates (Data from September 17-September 30, 2020)","Survey and Certification, COVID-19 Nursing Home Data",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/COVID-19-County-Positivity-Rates-100520.xlsx
"October 7, 2020 @ 8:23 am by Lee-Ann.Arner",455877,"COVID-19 County Positivity Rates (Data from September 3-September 16, 2020)","Survey and Certification, COVID-19 Nursing Home Data",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/09/COVID-19-County-Positivity-Rates-092220.xlsx
"October 7, 2020 @ 8:23 am by Lee-Ann.Arner",456406,"COVID-19 County Positivity Rates (Data from September 10-September 23, 2020)","Survey and Certification, COVID-19 Nursing Home Data",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/09/COVID-19-County-Positivity-Rates-092820.xlsx
"October 7, 2020 @ 8:23 am by LeighAnn.Hixon",455661,"COVID-19 County Positivity Rates (Data from August 27-September 02, 2020)","Survey and Certification, COVID-19 Nursing Home Data",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/09/COVID-19-County-Positivity-Rates-August-27-September-2-2020.xlsx
"October 6, 2020 @ 2:42 pm by Lee-Ann.Arner",456601,"Revised OSHA Enforcement Guidance for Recording Cases of Coronavirus Disease 2019 (COVID-19)","Assisted Living, Regulations, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Recordkeeping, 5. Miscellaneous, Regulatory Agencies, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Recordkeeping, 5. Miscellaneous",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/OSHA-Revised-Enforcement-Recording-Cases-COVID-19.pdf
"October 6, 2020 @ 2:33 pm by Lee-Ann.Arner",456599,"OSHA FAQ's About Reporting Work-Related Cases of the Coronavirus (COVID-19)","Assisted Living, Regulations, CDC, Coronavirus, Guidance Documents, Safety, OSHA, General OSHA Information, 1. Fact Sheets, Regulatory Agencies, CDC, Coronavirus, Guidance Documents, Safety, OSHA, General OSHA Information, 1. Fact Sheets",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/OSHA-FAQ-Reporting-Work-Related-COVID-19-Cases.pdf
"October 6, 2020 @ 2:13 pm by polly.smith",450520,"Person-Centered Dining Fact Sheet","Assisted Living, Tools and Templates, Staff Development, Nutrition and Hydration, Tools and Templates, Staff Development, Nutrition and Hydration",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/Person-Centered-Dining-Fact-Sheet.pdf
"October 6, 2020 @ 2:13 pm by polly.smith",450526,"Person-Centered Dining Fact Sheet Pre/Post Test Questions with Answer Key","Assisted Living, Tools and Templates, Staff Development, Nutrition and Hydration, Tools and Templates, Staff Development, Nutrition and Hydration",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/Person-Centered-Dining-Fact-Sheet-Pre-Post-Test.docx
"October 6, 2020 @ 2:07 pm by Lee-Ann.Arner",450522,"Dining and Nutrition Informed Choice Documentation","Assisted Living, Tools and Templates, Staff Development, Nutrition and Hydration, Tools and Templates, Food and Nutrition Service, Food and Nutrition Forms, Staff Development, Nutrition and Hydration",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/02/Dining-Nutrition-Informed-Choice-Documentation.docx
"October 6, 2020 @ 10:50 am by polly.smith",29725,"Compliance and Ethics Dashboard","Assisted Living, Tools and Templates, Compliance and Ethics, Forms and Checklists, Government Initiatives, MEGA Rule, Phase 3, Compliance and Ethics, Compliance and Ethics Program Resources, Forms and Checklists, QAPI, Element 3 &#8211; Feedback, Data Systems and Monitoring, Tools and Templates, Administrative, Compliance and Ethics, Forms and Checklists",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/06/Compliance-and-Ethics-Dashboard.xlsx
"October 6, 2020 @ 8:29 am by LeighAnn.Hixon",34215,"Controlled Substances Alphabetical Listing","Assisted Living, Regulations, DEA, Regulatory Agencies, DEA",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Controlled-Substances-Alphabetical-Listing.pdf
"October 5, 2020 @ 3:07 pm by Lee-Ann.Arner",456580,"Temporary Enforcement Guidance – Tight-Fitting Powered Air Purifying Respirators (PAPRs) Used During the COVID-19 Pandemic","Assisted Living, Regulations, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Personal Protective Equipment, 5. Miscellaneous, Regulatory Agencies, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Personal Protective Equipment, 5. Miscellaneous",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/OSHA-PPE-Temporary-Enforcement-Guidance-PAPRs-COVID-19.pdf
"October 5, 2020 @ 3:06 pm by Lee-Ann.Arner",451334,"Temporary Enforcement Guidances - Healthcare Respiratory Protection Annual Fit-Testing for N95 Filtering Facepieces during the COVID-19 Outbreak","Assisted Living, Regulations, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Personal Protective Equipment, 5. Miscellaneous, Regulatory Agencies, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Personal Protective Equipment, 5. Miscellaneous",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/03/OSHA-Temporary-Enforcement-Respiratory-Protection-Standard.pdf
"October 5, 2020 @ 3:06 pm by Lee-Ann.Arner",451863,"Enforcement Guidance for Respiratory Protection and the N95 Shortage Due to the COVID-19 Pandemic","Assisted Living, Regulations, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Personal Protective Equipment, 5. Miscellaneous, Regulatory Agencies, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Personal Protective Equipment, 5. Miscellaneous",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/04/OSHA-PPE-Enforcement-Memo-N95-Shortage.pdf
"October 5, 2020 @ 3:05 pm by Lee-Ann.Arner",455520,"Understanding Compliance with OSHA's Respiratory Protection Standard During the Coronavirus Disease 2019 (COVID-19) Pandemic","Assisted Living, Regulations, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Personal Protective Equipment, 5. Miscellaneous, Regulatory Agencies, CDC, Coronavirus, Guidance Documents, Safety, OSHA, Personal Protective Equipment, 5. Miscellaneous",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/08/Understanding-Compliance-with-OSHAs-Respiratory-Protection-Standard-During-COVID-19.pdf
"October 5, 2020 @ 2:36 pm by Lee-Ann.Arner",455078,"FAQs: COVID-19 Testing at Nursing Homes","Assisted Living, Regulations, CDC, Coronavirus, Fact Sheets and Posters, Regulatory Agencies, CDC, Coronavirus, Fact Sheets and Posters",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/08/CDC-Coronavirus-FAQ-COVID-19-Testing-SNFs.pdf
"October 5, 2020 @ 10:59 am by polly.smith",456571,"Mortician's Receipt","Tools and Templates, Nursing, Supplemental Tools",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Morticians-Receipt.docx
"October 5, 2020 @ 9:26 am by Lee-Ann.Arner",454971,"Current FDA List of Recalled Hand Sanitizers","Assisted Living, Regulations, FDA, Recalls and Notices, Regulatory Agencies, FDA, Recalls and Notices",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Current-FDA-List-of-Recalled-Hand-Sanitizers.xlsx
"October 5, 2020 @ 8:17 am by Lee-Ann.Arner",456569,"Becton Dickinson (BD) CareFusion 303, Inc. Recalls Alaris System Pump Module and Pump Module Door Assembly","Assisted Living, Regulations, FDA, Recalls and Notices, Regulatory Agencies, FDA, Recalls and Notices",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Becton-Dickinson-Carefusion-303-Pump-Module-and-Door-Recall.pdf
"October 2, 2020 @ 2:47 pm by Lee-Ann.Arner",456215,"COVIDView Week 38 (Week Ending September 19, 2020)","Assisted Living, Regulations, CDC, Coronavirus, Fact Sheets and Posters, Regulatory Agencies, CDC, Coronavirus, Fact Sheets and Posters",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/09/CDC-Coronavirus-COVIDView-Week-38.pdf
"October 2, 2020 @ 2:47 pm by Lee-Ann.Arner",456565,"COVIDView Week 39 (Week Ending September 26, 2020)","Assisted Living, Regulations, CDC, Coronavirus, Fact Sheets and Posters, Regulatory Agencies, CDC, Coronavirus, Fact Sheets and Posters",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-Coronavirus-COVIDView-Week-39.pdf
"October 2, 2020 @ 2:16 pm by Lee-Ann.Arner",456567,"Transmittal #10365 - Updates to Chapters 1-8 10, 11, and Exhibits of Publication","Financial, CMS Manuals, Transmittals, Transmittals: 100-08 Medicare Program Integrity Manual",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/Transmittal-10365PI.pdf
"October 2, 2020 @ 12:06 pm by Lee-Ann.Arner",456563,"Mandated Report on the SNF VBP: An Alternative Value Incentive Program that Corrects Current Shortcomings","Regulatory Agencies, MedPAC",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/MedPAC-Mandated-Report-on-the-SNF-VBP-Correct-Shortcomings.pdf
"October 2, 2020 @ 9:09 am by Lee-Ann.Arner",456558,"Mental Health, Substance Use, and Suicidal Ideation During the COVID-19 Pandemic - United States, June 24-30, 2020","Assisted Living, Regulations, CDC, MMWRs, Regulatory Agencies, CDC, MMWRs",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-MMWR-MH-Substance-Abuse-Suicidal-Ideation-During-COVID.pdf
"October 2, 2020 @ 8:59 am by Lee-Ann.Arner",456555,"Trump Administration Announces $20 Billion in New Phase 3 Provider Relief Funding","Assisted Living, Regulations, CDC, Coronavirus, News, Regulatory Agencies, CDC, Coronavirus, News",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-Coronavirus-News-Trump-Phase-3-Provider-Relief.pdf
"October 2, 2020 @ 8:50 am by Lee-Ann.Arner",451877,"Enforcement Guidance for Recordkeeping Cases of Coronavirus Disease 2019 (COVID-19)","Assisted Living, Safety, OSHA, Recordkeeping, 3. Model Plans, Safety, OSHA, Recordkeeping, 3. Model Plans",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/05/OSHA-Recordkeeping-MP-COVID-19.pdf
"October 2, 2020 @ 8:43 am by Lee-Ann.Arner",456546,"National Healthcare Safety Network (NHSN) Long-Term Care Facility (LTCF) Reporting Weekly Influenza Vaccination Data Presentation (Optional NHSN Report)","Assisted Living, Regulations, CDC, Compliance Guidelines, Regulatory Agencies, CDC, Compliance Guidelines",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-CG-Reporting-Influenza-Vaccination-Data-Presentation.pdf
"October 2, 2020 @ 8:43 am by Lee-Ann.Arner",456551,"National Healthcare Safety Network (NHSN) Long-Term Care Facility (LTCF) Instructions for Completion of Resident Weekly Influenza Vaccination Coverage (Optional NHSN Report)","Assisted Living, Regulations, CDC, Compliance Guidelines, Regulatory Agencies, CDC, Compliance Guidelines",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-CG-Instructions-Resident-Influenza-Tracking.pdf
"October 2, 2020 @ 8:43 am by Lee-Ann.Arner",456553,"National Healthcare Safety Network (NHSN) Long-Term Care Facility (LTCF) Instructions for Completion of Staff Weekly Influenza Vaccination Coverage (Optional NHSN Report)","Assisted Living, Regulations, CDC, Compliance Guidelines, Regulatory Agencies, CDC, Compliance Guidelines",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-CG-Instructions-Staff-Influenza-Tracking.pdf
"October 2, 2020 @ 8:43 am by Lee-Ann.Arner",456548,"National Healthcare Safety Network (NHSN) Long-Term Care Facility (LTCF) Weekly Influenza Vaccination Reporting Guidance (Optional NHSN Report)","Assisted Living, Regulations, CDC, Compliance Guidelines, Regulatory Agencies, CDC, Compliance Guidelines",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/CDC-CG-Infleunza-Reporting-Guidance.pdf
"October 2, 2020 @ 8:32 am by Lee-Ann.Arner",455594,"National Healthcare Safety Network (NHSN) COVID-19 Module Updates for August 2020","Assisted Living, Regulations, CDC, Compliance Guidelines, Coronavirus, Training, Regulatory Agencies, CDC, Compliance Guidelines, Coronavirus, Training",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/09/National-Healthcare-Safety-Network-NHSN-COVID-19-Module-Updates-for-August-2020.pdf
"October 1, 2020 @ 4:24 pm by Lee-Ann.Arner",456544,"FY2020 OSHA Citations: Nursing Care Facilities","Safety, OSHA, General OSHA Information, 5. Miscellaneous",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/OSHA-FY-2020-SNF-Citations.pdf
"October 1, 2020 @ 4:24 pm by Lee-Ann.Arner",43394,"FY2019 OSHA Citations: Nursing Care Facilities","Assisted Living, Safety, OSHA, General OSHA Information, 5. Miscellaneous, Safety, OSHA, General OSHA Information, 5. Miscellaneous",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/10/OSHA-FY-2019-SNF-Citations.pdf
"October 1, 2020 @ 4:24 pm by Lee-Ann.Arner",38897,"FY2018 OSHA Citations: Nursing Care Facilities","Assisted Living, Safety, OSHA, General OSHA Information, 5. Miscellaneous, Safety, OSHA, General OSHA Information, 5. Miscellaneous",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/05/OSHA-FY-2018-SNF-Citations.pdf
"October 1, 2020 @ 3:54 pm by Lee-Ann.Arner",23662,"What You Should Know About Influenza Antiviral Drugs","Assisted Living, Regulations, CDC, Influenza, Regulatory Agencies, CDC, Influenza",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2019/01/CDC-Influenza-Antiviral-Drugs-Fact-Sheet.pdf
"October 1, 2020 @ 2:50 pm by LeighAnn.Hixon",13178,"A Brief Guide to Mold, Moisture and Your Home","Assisted Living, Safety, EPA, General Information, Safety, EPA, General Information",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2013/06/EPA-Mold-Guide.pdf
"October 1, 2020 @ 2:31 pm by LeighAnn.Hixon",13175,"List K: EPA's Registered Antimicrobial Products Effective Against Clostridium difficile Spores","Assisted Living, Safety, EPA, Registered Disinfectants, Safety, EPA, Registered Disinfectants",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/EPA-List-K-C-diff-Products.pdf
"October 1, 2020 @ 2:29 pm by LeighAnn.Hixon",13177,"List M: Registered Antimicrobial Products with Label Claims for Avian (Bird) Flu Disinfectants","Assisted Living, Safety, EPA, Registered Disinfectants, Safety, EPA, Registered Disinfectants",https://tcssecure.staging.wpengine.com/wp-content/uploads/documents/2020/10/EPA-List-M-Products-against-Avian-Flu.pdf
